id,status,votes,title,avg_age,polarity,budget,category,level,district,detailed_localization,description,attachments
130,niewybrany,49,Oświetlenie skwerku ''Skaczącej Gwiazdy'' przy ulicach Na Szańcach i Prusa. ,38.4489795918,2,750000,zieleń/rekreacja,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"W skwerze ''Skaczącej gwiazdy'' przydałaby się siłownia lub plac zabaw dla dzieci,ponieważ w rejonie parczku mieszka bardzo dużo dzieci oraz osób,które chciałyby poćwiczyć,ale nie mają na czym.Przed paroma laty mieścił się tam bardzo stary i niezaniedbany plac zabaw.Po decyzji władz został on zrównany z ziemią i do dnia dzisiejszego nic tam nie ma...",[]
637,niewybrany,192,Stacje roweru miejskiego nextbike - Różanka - osiedle blokowe Chorwacka ,39.515625,0,250000,piesze/rowerowe,do 250 000 zł,"Karłowice-Różanka, Kleczków",brak.,"Wrocławski Rower Miejski okazał się wielkim sukcesem w obrębie centrum. Wciąż jednak obszary poza obwodnicą śródmiejską są z niego wykluczone. Tymczasem w Bydgoszczy czy Warszawie rower miejski funkcjonuje również w obszarach oddalonych od centrum. 

Dlatego proponujemy utworzenie stacji WRM na Różance na osiedlu blokowym przy ul. Chorwackiej. Na jego terenie mieszka kilkaset potencjalnych użytkowników roweru miejskiego. Proponujemy trzy możliwe lokalizacje z których ostateczna lokalizacja zostanie ustalona w konsultacjach z mieszkańcami. 

Oszacowanie na poziomie 150 tysięcy zostało przyjęte na podstawie sugestii osób administrujących WBO.",[]
614,wycofany,,Budowa małego boiska baseballowego-softballowego ze sztuczną murawą ,0,0,500000,sport,do 1 000 000 zł,projekt ogólnomiejski,"Nazwa obrębu: Nowy Dwór
Numer arkusza mapy: 1 (nr działki 9/7 i/lub nr 13) i ewentualnie nr 5 (nr działki 8/2)","Projekt zakłada budowę małego boiska baseballo-softballowego ze sztuczną nawierzchnią.
Obiekt będzie samoobsługowy. Każdy chętny będzie mógł z niego skorzystać. Sztuczna
nawierzchnia sprawiać będzie ,iż będzie to obiekt samoobsługowy","[['files/attachments_2016/614/1fe7802407dff25491491126a10faeba.pdf', '\n\n\nZałącznik nr 1(    142.93 KB)\n\n'], ['../wbo2016/files/attachments_2016/614/8c31fbd93376bc8915a4717785acc1b2.pdf', '\n\n\nFormularz poprawkowy(    37.81 KB)\n\n'], ['../wbo2016/files/attachments_2016/614/359bcaa166aff76a9498338fc86d52f7.pdf', '\n\n\nFormularz poprawkowy(    340.41 KB)\n\n']]"
465,niewybrany,138,Remont ulicy Pięknej ,36.0579710145,0,750000,drogowe,do 750 000 zł,"Huby, Gaj, Tarnogaj",brak.,ulica Piękna jest w fatalnym stanie,"[['../wbo2016/files/attachments_2016/465/11135bcad4fdedfe6ad8513369139a9e.docx', '\n\n\nFormularz poprawkowy(    96.89 KB)\n\n']]"
210,wycofany,,Klub Seniora ,0,0,175000,inne,do 1 000 000 zł,projekt ogólnomiejski,"Biskupin, Bartoszowice lub Sępolno","Stworzenie Klubu Seniora na pograniczu Biskupina, Bartoszowic i Sępolna. Projekt zgłoszony na formularzu papierowym, skan wniosku znajduje się w załączniku.","[['../wbo2016/files/attachments_2016/210/639c2be88d7373cde8d7052bd1855941.pdf', '\n\n\nZałącznik nr 1(    1.49 MB)\n\n'], ['../wbo2016/files/attachments_2016/210/2497313c3f949f4ec02663978902a239.pdf', '\n\n\nFormularz poprawkowy(    569.23 KB)\n\n']]"
476,wycofany,,Bieżnia przy Inflanckiej ,0,-4,250000,edukacja,do 250 000 zł,"Pawłowice, Psie Pole-Zawidawie","Boisko Zespołu Szkolno Przedszkolnego nr 3, część z bieżnią żużlową.","W projekcie Bieżnia przy Inflanckiej proponuję budowę bieżni lekkoatletycznej o długości 60 m z podbiegiem/zbiegiem. Lokalizacją jest istniejąca, obecnie już nieużyteczna, bieżnia żużlowa. W promieniu kilku kilometrów brak jest takiego obiektu, na którym młodzież i dzieci mogłyby mieć kontakt, ze zbliżoną do profesjonalnej, infrastrukturą lekkoatletyczną. Jej powstanie mogłoby zachęcić do uprawiania królowej sportu a także znacznie poszerzyło możliwości wykorzystania obiektu sportowego przez Zespole Szkół, co przy wzrastającej co roku liczbie oddziałów, poszerzyłoby możliwość prawidłowej realizacji zajęć z wychowania fizycznego. Poza godzinami pracy szkoły obiekt służyłby okolicznym mieszkańcom (20 tysięcy ludzi?) i młodocianym sportowcom.
Plan obiektu: Długość bieżni 80 m w tym 60 metrów bieżni do sprintów, 15 metrów podbiegu/zbiegu i 5 metrów wolne.
Bieżnia w części zasadniczej 6 torów po 122 cm szerokości każdy, długość 60 m. 
Podbieg 15 m dla którego zorganizowania można wykorzystać różnicę wysokości terenu (bieżnia jest niżej położona niż budynek szkolny) i zrobić podbieg wyhamowujący. Na obu końcach bieżni należy zamontować ramy, do których będzie można dopinać np. gumy wyhamowujące. 
Wzdłuż bieżni infrastruktura pomocnicza w postaci ław do siedzenia, złożenia ubioru, sprzętu. Projekt obejmuje też uporządkowanie pasa pomiędzy bieżnią i ogrodzeniem boiska oraz nasadzenia  odpowiednio dobranej zieleni. W sytuacji, gdy po realizacji zadania głównego, jakim jest bieżnia i jej otoczenie, pozostałyby jeszcze środki z zakładanej kwoty projektu (250 tysięcy złotych), proponuję remont ogrodzenia na odcinku równoległym do bieżni. 
Beneficjentami będą uczniowie SP numer 10 im B. Krzywoustego a także mieszkańcy całego dużego osiedla (ok. 20 tysięcy ludzi).","[['files/attachments_2016/476/0d0e84ca7779a3e459e9663baa609da2.jpg', '\n\n\n\n\n'], ['files/attachments_2016/476/dc50e05f2d8037ac946ebe0b9c828763.jpg', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/476/bc28e3fa39553bf1e3277450d3292b66.doc', '\n\n\nFormularz poprawkowy(    1.13 MB)\n\n']]"
275,niewybrany,477,Frisbee Golf  ,33.3647798742,-4,85000,zieleń/rekreacja,do 1 000 000 zł,projekt ogólnomiejski,"Trasy znajdą się w środku parku: między drzewami, przy wzniesieniach, górkach, ukryte, ale tak by nikomu one nie przeszkadzały (nie spotkałem się jeszcze w sumie, aby tak było ). Odległość jest do ustalania od 50 do 100 metrów.  Chciałbym wyznaczyć trasę podczas jej wykonania lub mogę objaśnić dokładne miejsca lecz są one w zakresie, które podałem wcześniej.","Wyznaczenie 3 tras do Frisbee-Golf. Jedna trasa zostaje wyznaczona w jednym parku. Tak więc projekt obejmuje 3 parki: Grabiszyński, Południowy oraz Biskupiński. Każda trasa składa się z tzw. 10 dołków (Koszy ), do których zawodnik, uczestnik musi trafić dyskiem frisbee z wyznaczonej strefy rzutowej. W obu parkach, gdzie zostanie wyznaczona trasa składająca się ze stref rzutu i koszy, posiadać będzie również po 3 tablice informacyjne: krótka informacja o zasadach gry oraz sposobie prawidłowego użytkowania koszy.  
Strefa wykonania rzutu  zostanie wykonana w prosty sposób: metalowy słup o wysokości max 1 metr z cyfra (np. strefa nr 1 to na słupku nr 1). Kosz -czyli tzw ""target"" miejsce, w które należy trafić dyskiem to konstrukcja metalowa slup 1,4 metra nad ziemia i 0,4 metra pod ziemia. Kosz posiada łańcuchy wiszące z górnej jego części. 
Na górze kosza widnieć będzie numer poszczególnego kosza: od 1 do 10. Numer ten można wykona, jako pomalowaną cyfrę na metalowym okręgu, coś typu znak drogowy, ale oczywiście mniejszych rozmiarów. 
Z tyłu takiego okręgu zostaje miejsce nie wykorzystane, dlatego by uniknąć dewastacji proponuję, aby tył wykorzystać jako niewielką przestrzeń reklamową, czy przedstawić zabytki Wrocławia. 
Trasa więc będzie składać się z takich elementów jak: 3 tablice informacyjne o zasadach gry
10 słupków (1 metr), której wyznaczają miejsce rzucania, 10 koszy (1,4 metra nad ziemia, 0,4 metra pod ziemią) tam gdzie zawodnik powinien umieścić dysk. Frisbee Golf jest dyscypliną, która jeszcze nie zadomowiła się na stałe w naszym kraju, ale prężnie się rozwija. Zasady tej gry są bardzo proste. Zawodnik rzuca ze strefy do kosza. Wygrywa ten kto trafi ( dotrze ) do ostatniego kosza jak najmniejszą ilością rzutów.  ","[['../wbo2016/files/attachments_2016/275/f282756c87dbfb7f01a23f62dd1a4a5b.docx', '\n\n\nFormularz poprawkowy(    93.04 KB)\n\n']]"
174,niewybrany,116,Parking przy Urzędzie Skarbowym ul. Ostrowskiego pod wiaduktami ,40.3448275862,2,400000,drogowe,do 750 000 zł,"Grabiszym-Grabiszynek, Krzyki-Partynice, Oporów, Klecina",brak.,"Proszę o wyłożenie kostką betonową terenu pod wiaduktem Klecińska po obu stronach torów. W tej chwili petenci parkują w błocie na dzikim parkingu . Parking potrzebny jest wielu tysiącom Wrocławian odwiedzający Urząd Skarbowy Wrocław Fabryczna a jest dużo miejsca pod wiaduktami wystarczy zagospodarować. Będąc w Niemczech nie widziałem takiej tragedii jak jest u nas parkowanie w błocie to u nas norma zmieńmy to w cywilizowane miejsce - zwłaszcza, że petenci US to ci którzy przynoszą dochód dla Wrocławia.",[]
240,wycofany,,Droga dla pieszych i rowerzystów przy ul. Płaskiej (obok Parku Tysiąclecia) ,0,3,750000,piesze/rowerowe,do 750 000 zł,"Muchobór Wielki, Żerniki, Jerzmanowo-Jarnołtów-Strachowice-Osiniec",teren pomiędzy ul. Płaską a parkiem Tysiąclecia,"Ulica Płaska po wybudowaniu AOW jest bardzo ruchliwa i ruch rowerzystów oraz pieszych jest w tej chwili bardzo niebezpieczny. Proponowana droga połączyłaby ul. Graniczną z ul. Żernicką.
Projekt jest korzystny dla wszystkich osiedli z rejonu 13 WBO czyli Muchoboru Wlk, Jerzmanowa i Żernik.

Droga mogłaby też stanowić uzupełnienie pętli dla rolkarzy z okolic planowanego toru wrotkarskiego poprzez ulice Żernicką, Sukielicką, Rogowską, Strzegomską i Graniczną.","[['files/attachments_2016/240/e114dcbdd94098d3990e6aa73faa4a73.jpg', '\n\n\n\n\n']]"
27,niewybrany,96,Budowa wiaty na skrzyżowaniu ulic Litewskiej i Gorlickiej/Szewczenki we Wrocławiu. ,38.1666666667,0,55000,rewitalizacja,do 250 000 zł,"Pawłowice, Psie Pole-Zawidawie",brak.,"Projekt zakłada budowę wiaty przystankowej na przystanku 331,911 i 921 (Szewczenki) w kierunku miasta. By było miło przyjemniej czekać na autobus i spędzać czas.","[['files/attachments_2016/27/537e484f1167658dbdc1df7b1594d5cf.pdf', '\n\n\nZałącznik nr 1(    1.68 MB)\n\n']]"
413,niewybrany,88,Żernicki Park Sportu i Rekreacji we Wrocławiu – wyrównanie i wysprzątanie terenu  ,39.2272727273,3,250000,zieleń/rekreacja,do 250 000 zł,"Muchobór Wielki, Żerniki, Jerzmanowo-Jarnołtów-Strachowice-Osiniec","Wrocław; Obręb 49-Żerniki; Arkusz 40; działka 8/7; 13/2 – teren ograniczony ul. Macieja Przybyły, ul. Rumiankową, ul. Lubczykową - część terenu wyznaczonego przez 4 punkty na mapie","Jako mieszkańcy osiedla Żerniki chcielibyśmy świadomie wziąć odpowiedzialność za losy naszego parku i pozyskać środki na stworzenie miejsca, które nie tylko ładnie wygląda, ale też zmobilizuje do aktywności fizycznej, pomoże w edukacji i wychowa kolejne pokolenia Wrocławian. Osiedle Żerniki w ciągu ostatnich lat znacznie zwiększyło liczbę mieszkańców. Wzrost ten wiąże się z rozbudową mieszkaniową na dużą skalę, a co za tym idzie, zanikiem terenów zielonych. Park, który miałby tu powstać, stałby się centrum aktywnego wypoczynku nie tylko dla lokalnej społeczności, ale także dla osiedli przyległych. Idealny park powinien być podzielony na strefy, w których każda grupa wiekowa chętnie spędzałaby czas - idealny park zatem to miejsce, które łączy pokolenia. 

W szczególności:
•	Możliwość aktywnego wypoczynku: bieganie, jeżdżenie na rowerze, piłka, zabawy dla dzieci, ścieżki zdrowia, nordic walking, obszary do gier terenowych
•	Budowanie lokalnego społeczeństwa obywatelskiego poprzez wspólne zaangażowanie w tworzenie i rozwój parku
•	Budowanie więzi sąsiedzkich poprzez wspólne przebywanie na terenie parku i organizacje festynów
•	Edukacja w zakresie przyrody dla dzieci z pobliskich szkół /przedszkoli w tym możliwość obserwacji nie tylko zieleni ale również środowiska wodnego wokół stawów
•	Szerszym spektrum tego projektu jest zainspirowanie wszystkich mieszkańców Wrocławia do aktywnego wypoczynku, zainteresowanie i przekonanie do siebie przyszłych mieszkańców naszego osiedla, a także zwrócenie uwagi inwestorów na ogromny potencjał tego terenu. 

Dodatkowo:
•	Zwiększenie terenów zielonych w dotychczas uprzemysłowionej części Fabryczna

W ramach obecnego projektu chcemy oczyścić i wyrównać teren pod park w obszarze określonym na mapce. ","[['files/attachments_2016/413/071ce10606fe8cb79dfc8870cdb1d9d5.pdf', '\n\n\nZałącznik nr 1(    329.24 KB)\n\n'], ['files/attachments_2016/413/5d1ba3a26bd310d39ca889c87809760f.pdf', '\n\n\nZałącznik nr 2(    2.42 MB)\n\n']]"
410,niewybrany,305,Wyrównajmy ulicę Oraczy! ,51.4426229508,7,450000,drogowe,do 750 000 zł,"Ołtaszyn, Wojszyce, Jagodno",brak.,"Ul. Oraczy, jako jedna z nielicznych na Wojszycach, nie posiada nawierzchni docelowej. Osiedla Wojszyce i Ołtaszyn bardzo szybko się rozwijają, z roku na rok przybywają kolejne zabudowania, kolejni mieszkańcy, a co za tym idzie kolejne samochody. W wyniku tego rozwoju ruch na ul. Gen. Stefana Grota-Roweckiego (głównej trasy dojazdowej do osiedla Wojszyce, a także osiedla Ołtaszyn) z roku na rok jest coraz bardziej natężony, co również jest odczuwalne na ul. Oraczy, która jest jedną z dróg dojazdowych do ul. Gen. Stefana Grota-Roweckiego. 
Zależy nam na tej inwestycji nie tylko ze względu na poprawę własnego komfortu mieszkania, ale również ze względu na innych mieszkańców naszego osiedla. Liczne dziury w „nawierzchni” są niebezpieczne zarówno dla ludzi (zwłaszcza w okresie jesienno-wiosennym)  jak i dla pojazdów poruszających się tą ulicą. 
Na ul. Oraczy jest ograniczenie prędkości do 30 km/h, niestety nie wszyscy kierowcy przestrzegają tego ograniczenia (mimo licznych dziur), często pojazdy jadą z nadmierną prędkością co budzi trwogę w mieszkańcach ul. Oraczy. Należy podkreślić, iż ulicę Oraczy zamieszkują wielopokoleniowe rodziny, zatem jest trwoga zarówno o osoby starsze jak i nasze najmłodsze pociechy. Dlatego też zależy nam bardzo na tym, aby planowana inwestycja objęła również zbudowanie tzw. progów zwalniających, dzięki którym zapał kierowców rajdowych skutecznie zostanie  ostudzony, a mieszkańcy będą spokojniejsi o swoich najbliższych. 
Przejście przez ul. Oraczy w okresie jesienno – wiosennym, to jak pokonanie toru przeszkód, a nie wszyscy z nas są w stanie tego dokonać.","[['../wbo2016/files/attachments_2016/410/5088eafe0d69d4d7f494a3a8abfdacb4.docx', '\n\n\nFormularz poprawkowy(    3.08 MB)\n\n']]"
498,niewybrany,147,Jednolita droga rowerowa Krzywoustego ,34.8299319728,2,500000,piesze/rowerowe,do 750 000 zł,"Karłowice-Różanka, Kleczków",Bolesława Krzywoustego,"Obecna droga rowerowa przy ul. Krzywoustego poprzecinana jest licznymi wyjazdami z posesji, które  nie posiadają oznakowania przejazdu drogi dla rowerów. Droga również ""zanika"" przy przystankach autobusowych, a jej nawierzchnia dodatkowo przerywana jest studzienkami. Całość sprawia że jest to niebezpieczny odcinek dla rowerzystów.

Wnoszę o utworzenie jednolitej drogi dla rowerów z nawierzchnią asfaltową, która w jasny sposób wskaże jej obszar przecinając wyjazdy z posesji, co w znacznym stopniu podniesie bezpieczeństwo dla użytkowników, jak i pieszych.","[['files/attachments_2016/498/4a3695792991e635e7094996c6fbb094.png', '\n\n\n\n\n']]"
383,niewybrany,223,Budowa skateparku wraz z mała architekturą w miejscu nieczynnej oczyszczalni ścieków na terenie Parku Leśnickiego ,36.5515695067,-1,750000,zieleń/rekreacja,do 750 000 zł,"Leśnica, Maślice, Pracze Odrzańskie",brak.,W Parku Leśnickim po stronie Stabłowic rzeki Bystrzycy istnieją ruiny starej oczyszczalni ścieków. Projekt zakłada budowę w tym miejscu Skateparku wraz z małą architektura.,[]
100,wycofany,,Droga rowerowa na ul. Traugutta (Niskie Łąki - Pułaskiego) ,0,0,1000000,piesze/rowerowe,do 1 000 000 zł,projekt ogólnomiejski,brak.,"Przedmiotem projektu jest wyznaczenie jednokierunkowej drogi rowerowej wzdłuż ul. Traugutta na odcinku ul. Niskie Łąki  - pl. Wróblewskiego, w stronę centrum.

Proponuję wyznaczenie jej z wykorzystaniem chodnika, miejsc postojowych, jezdni serwisowej, trawnika - zależnie od dostępnego miejsca.

Beneficjentami projektu będą  wszyscy użytkownicy ulicy, gdyż stworzenie wydzielonej przestrzeni dla rowerów przyczyni się do zmniejszenia korków oraz liczby sytuacji konfliktowych. Mieszkańcy m. in. Przedmieścia Oławskiego, Brochowa, Księża Wielkiego i Małego zyskają możliwość dojazdu do centrum rowerem.",[]
3,niewybrany,668,Nowe Nadodrze - Aleja Rydygiera ,33.1497005988,4,750000,rewitalizacja,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",Ulica Rydygiera - na całej długości," “Aleja” Rydygiera to potencjalne serce Nadodrza, wizytówka Śródmieścia i całego Wrocławia. Patrząc na mapę, dostrzeżemy w niej naturalną trasę spacerową z atrakcyjnych, ważnych miejsc: Parku Staszica, pętli MPK i Dworca Nadodrze w stronę Wyspy Słodowej, Młyńskiej i dalej Ostrowa Tumskiego lub Starego Miasta. Rolę transportową (auta osobowe, komunikacja miejska, rowerzyści) już teraz pełnią trzy równoległe ulice: Pomorska, Chrobrego, Trzebnicka. Obecne natężenie lokali - restauracyjnych, usługowych o wyjątkowości jest niespotykane dla żadnego innego miejsca na mapie całego Wrocławia. Składają się na nie obiekty takie jak: Lodziarnia Roma, Powoli, Bistro Narożnik, Znasz Ich Cafe-Bistro, Róża Rozpruwacz ,Cafe Nożownicza.
Na ulicy jest również sporo sklepów spożywczych, mamy jednostki użyteczności publicznej (Komisariat).

Chcemy, by to miejsce stało się przede wszystkim przyjazne jego mieszkańcom i lokalom usługowym - spokojne, wygodne do korzystania i bezpieczne. Jednocześnie ma być atrakcyjne dla wszystkich odwiedzających i tętnić życiem za dnia, wypełnić się zielenią, sprzyjać spacerom, oraz podziwianiu historycznej architektury. Nacisk zostanie postawiony na: bezpieczeństwo i komfort pieszych, dodatkową zieleń, reorganizację miejsc do parkowania z uwzględnieniem lokalnych potrzeb (miejsca parkingowe - lepsze wykorzystanie szerokiej jezdni, przestrzeń pod ogródki restauracyjne oraz miejsca parkingowe na jezdni, stawianie stojaków rowerowych. Ostateczny zakres projektu pozostaje do uzgodnienia na etapie opracowywania dokumentacji technicznej w porozumieniu z jednostką realizującą i w perspektywie maksymalnego wykorzystania przypisanej do projektu kwoty.",[]
607,niewybrany,266,Stacje do ćwiczeń siłowych i cardio wzdłuż ścieżek biegowych w Parku Skowronim ,39.5413533835,4,500000,zieleń/rekreacja,do 750 000 zł,"Huby, Gaj, Tarnogaj",Poszczególne stacje będą znajdowały się wzdłuż już istniejących ścieżek.,"Park Skowroni to miejsce bardzo chętnie odwiedzane przez mieszkańców Wrocławia. Z dala od zgiełku miasta i pośród zieleni wrocławianie reprezentujący różne grupy społeczne spędzają tam swój czas wolny. Z roku na rok coraz większa liczba osób w sposób aktywny korzysta z uroków przyrody. Z tego względu uzasadnionym byłoby stworzenie odpowiednich warunków, adekwatnych do różnych potrzeb. Dokładnie przemyślane i rozmieszczone stacje ćwiczeniowe wśród istniejących już ścieżek przyczynią się do zwiększenia atrakcyjności tego miejsca. Uczestnictwo w kulturze fizycznej poprzez aktywne spędzanie wolnego czasu ma bardzo wiele zalet, dlatego miasto powinno oferować wiele takich możliwości. Nowoczesna, bezpieczna i zróżnicowana infrastruktura ulokowana w przyjemnych okolicznościach przyrody, zmotywuje mieszkańców do podejmowania aktywności fizycznej. W Parku Skowronim istnieje już pewna część infrastruktury do ćwiczeń jednak nie jest ona wystarczająca, a na domiar złego urządzenia są już przestarzałe oraz rozmieszczone tylko w południowej części Parku.
Celem niniejszego projektu jest zaprojektowanie odpowiedniej infrastruktury w postaci stacji ćwiczeniowych, które będą zlokalizowane w różnych punktach Parku. Duża liczba ścieżek w Parku Skowronim pozwala na takie umiejscowienie poszczególnych stacji, aby można było zaplanować bardzo wiele schematów pokonywania trasy. Urządzenia będą zróżnicowane pod względem trudności i charakteru wykonywanych ćwiczeń. Realizując powyższy projekt, Wrocław zyska kolejne atrakcyjne miejsce w którym można aktywnie i ciekawie spędzać czas na świeżym powietrzu nie ponosząc przy tym żadnych kosztów.
","[['files/attachments_2016/607/0777839d1bcfb9f3ad10bba7e009d45c.pdf', '\n\n\nZałącznik nr 1(    1.08 MB)\n\n'], ['files/attachments_2016/607/9bfe31fc8f0dfd414ace21ecc7af63d0.pdf', '\n\n\nZałącznik nr 2(    1.37 MB)\n\n']]"
176,wycofany,,Pas zieleni Racławicka a Aleja Piastów ,0,3,64000,zieleń/rekreacja,do 250 000 zł,"Grabiszym-Grabiszynek, Krzyki-Partynice, Oporów, Klecina",brak.,"Około 500 metrowy pas zieleni oddzielałby koniec ulicy Racławickiej, która w krótkiej perspektywie czasu zostanie połączona z  Aleją Piastów, od osiedli mieszkalnych, szkoły i chodników.

Pas zieleni powinien składać się z żywopłotu oraz drzew zasadzonych pomiędzy latarniami. Odległość między latarniami jest na tyle duża, że bezpiecznie można tam zasadzić jedno drzewo.

Obecnie w tamtym rejonie wykańczane są kolejne osiedla i znacznie zwiększa się liczba mieszkańców - niebawem powstanie tam również szkoła. Z drugiej strony wiemy, że za około rok ulica ta stanie się znacznie bardziej użytkowana z uwagi na połączenie z Aleją Piastów. 
Jako mieszkańcy spodziewamy się znacznego wzrostu ruchu drogowego co wpłynie na bezpieczeństwo pieszych i czystość powietrza oraz znacznie zwiększy hałas.

Proponowany pas zieleni stworzyłby naturalną granicę pomiędzy ruchem drogowym a zabudową mieszkalną  dostarczając korzyści prozdrowotnych a jednocześnie zwiększając bezpieczeństwo pieszych - zwłaszcza tych najmłodszych z okolicznego sąsiedztwa. ","[['files/attachments_2016/176/93bee747e9fbbc24e8447c8bd95e84b2.jpg', '\n\n\n\n\n']]"
765,wycofany,,Bulwar nad Bystrzycą ,0,1,250000,zieleń/rekreacja,do 250 000 zł,"Leśnica, Maślice, Pracze Odrzańskie","punktami orientacyjnie zaznaczono obecną ścieżkę, która jest planowana do renowacji","Projekt zakłada stworzenie bulwaru  wzdłuż rzeki Bystrzycy.  Bulwar miałby swój początek przy mostach Średzkich i kończyłby się w Parku Leśnickim przy moście prowadzącym na Stabłowice (obecnie jest tu ciąg pieszy o niefunkcjonalnej nawierzchni). Przewidywana forma zakłada stworzenie oświetlonego ciągu pieszo-rowerowego o przepuszczalnej nawierzchni. Planowane oświetlenie mogło by być zasilane z odnawialnych energii (np. słonecznej). Projekt znacznie poprawiłby dostępność komunikacyjną parku, zwiększył splendor miejsca oraz jego poziom bezpieczeństwa. Obecnie w Parku brakuje oświetlenia co znacznie wpływa na bezpieczeństwo nocą.  ",[]
438,wycofany,,Lewoskręt z ul. Nyskiej w ul. Armii Krajowej  ,0,5,2000,drogowe,do 250 000 zł,"Huby, Gaj, Tarnogaj","Skrzyżowanie ul. Nyskiej, ul. Armii Krajowej i ul Ziębickiej","W ciągu ostaniach pięciu lat na Tarnogaju w okolicy ulic Pięknej, Nyskiej oraz Jesionowej powstało wiele nowych osiedli mieszkaniowych (Zakątek Piękna, Piękna 64, Innova, Jesionowa, Moderno, Oaza). W sumie ponad tysiąc mieszkań co daje parę tysięcy Wrocławian. Planowane i budowane są również kolejne inwestycje (Punkt Piękna, Piękna 58 i inne) co oznacza kolejne setki mieszkań i tysiące mieszkańców. 

Niestety w tym czasie nie nastąpiła żadna poprawa infrastruktury drogowej, która umożliwiłaby sprawne połączenie tych osiedli z innymi częściami miasta. 
Niemożliwy jest wyjazd z okolic Pięknej i Nyskiej w lewo w ul. Armii Krajowej. np. dojazd do Urzędu Pocztowego na ul. Tarnogajskiej, znajdującego się 300m. od ul. Pięknej zajmuje 15 min. Należy z Nyskiej skręcić w prawo do Armii Krajowej. Następnie w lewo w ulicę Bardzką (zawracanie jest zakazane) i następnie  zawrócić na ulicy Bardziej i skręcić w prawo w ul. Armii Krajowej. To daje w sumie 3 postoje na światłach, korkowanie głównego skrzyżowania, generowanie niepotrzebnych spalin i zanieczyszczeń powietrza. Lewoskręt z ul. Nyskiej w ul. Armii Krajowej gwarantowałby płynniejszy rozkład ruchu w tym rejonie oraz realną poprawę komfortu mieszkańców. Dodam, że w mojej opinii nie potrzebne jest montowanie sygnalizacji świetlnej, gdyż skrzyżowanie Armii Krajowej z Bardzką oraz z drugiej strony Armii Krajowej z Piękną/Tarnogórską bardzo skutecznie regulują ruch na tym odcinku drogi.
",[]
72,wycofany,,Rewitalizacja drogi nr 455 od Mostu Zwierzynieckiego ,0,2,750000,drogowe,do 1 000 000 zł,projekt ogólnomiejski,brak.,"Jest to kluczowa droga wyjazdowa z Wrocławia, zwężenie na moście zwierzynieckim ma w konsekwencji ogromne korki w centrum miasta. Droga przebiega przez parking przy Hali stulecia, co bardzo spowalnia ruch.
Droga jest w bardzo słabym stanie technicznym. ",[]
157,niewybrany,385,Naprawa nawierzchni ulicy Asfaltowej ,38.161038961,-1,540000,drogowe,do 750 000 zł,"Ołtaszyn, Wojszyce, Jagodno",Ulica Asfaltowa od ulicy Pawiej do numeru 19.,"Nawierzchnia asfaltowa ulicy Asfaltowej w części do numeru 11 jest w fatalnym stanie, w części od numeru 11 do 19 zasadniczo nie istnieje - jest to obecnie droga gruntowa. 
W okresie wzmożonych opadów deszczu (wiosna, jesień) ulica jest błotnista, natomiast w okresie suchym przejazd dowolnego pojazdu wzbija tumany kurzu.

Stan nawierzchni powoduje uszkodzenie mienia oraz zagraża bezpieczeństwu i zdrowiu osób mieszkających i poruszających się wzdłuż tej ulicy.","[['files/attachments_2016/157/d2988b965b8e2f87d563803946de1330.jpg', '\n\n\n\n\n']]"
670,wycofany,,Plac zabaw dla dorosłych ,0,0,250000,zieleń/rekreacja,do 250 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"Utworzenie jednego lub paru, placów zabaw dla dorosłych z przyrządami dostosowanymi do ich rozmiarów, na terenach zielonych w mieście, wraz z infrastrukturą towarzyszącą.",[]
581,wycofany,,Przebudowa drogi na ul. Maślickiej z kostki na asfalt. ,0,1,1000000,drogowe,do 1 000 000 zł,projekt ogólnomiejski,brak.,"Przebudowa drogi na ul. Maślickiej z kostki na asfalt i jej poszerzenie o chodnik, ścieżkę rowerową, pozwoli na znaczną poprawę komunikacji w tej części Wrocławia jako alternatywa do zakorkowanej ul. Królewieckiej i Kosmonautów.",[]
